연도,매출액,영업이익,당기순이익,ROE,기준연도,적용 영업이익(E),적용 영업이익 기준연도,적용 당기순이익(E),적용 당기순이익 기준연도,적용 ROE(E),적용 ROE 기준연도,적용 ROE 소스,종목코드,종목명
2024,144865.0,7052.0,6215.0,11.39,2026,51100.0,2028,40540.0,2028,28.29,2026,FnGuide 메인 재무테이블 올해 전망,A329180,HD현대중공업
2025,175806.0,20375.0,14155.0,18.82,2026,51100.0,2028,40540.0,2028,28.29,2026,FnGuide 메인 재무테이블 올해 전망,A329180,HD현대중공업
2026,248389.0,38644.0,30328.0,28.29,2026,51100.0,2028,40540.0,2028,28.29,2026,FnGuide 메인 재무테이블 올해 전망,A329180,HD현대중공업
2027,265292.0,45198.0,35377.0,26.38,2026,51100.0,2028,40540.0,2028,28.29,2026,FnGuide 메인 재무테이블 올해 전망,A329180,HD현대중공업
2028,283448.0,51100.0,40540.0,24.9,2026,51100.0,2028,40540.0,2028,28.29,2026,FnGuide 메인 재무테이블 올해 전망,A329180,HD현대중공업
2021,154934.0,-13848.0,-11412.0,-8.95,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2022,173020.0,-3556.0,-2952.0,-2.22,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2023,212962.0,2823.0,1449.0,2.26,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2024,255386.0,14341.0,14546.0,11.16,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2025,299332.0,39045.0,29284.0,17.78,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2026,339817.0,55993.0,43726.0,23.73,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2027,371521.0,67225.0,52887.0,24.38,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2028,399807.0,77345.0,61556.0,23.74,2026,77345.0,2028,61556.0,2028,23.73,2026,FnGuide 메인 재무테이블 올해 전망,A009540,HD한국조선해양
2021,96750.0,14869.0,9154.0,14.29,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2022,94246.0,11828.0,9935.0,13.75,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2023,88924.0,6605.0,4505.0,5.5,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2024,102941.0,7350.0,7032.0,8.16,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2025,113145.0,9133.0,7310.0,7.7,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2026,134092.0,15889.0,13165.0,12.66,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2027,160514.0,27044.0,22187.0,18.49,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2028,192290.0,37461.0,30432.0,21.19,2026,37461.0,2028,30432.0,2028,12.66,2026,FnGuide 메인 재무테이블 올해 전망,A009150,삼성전기
2021,149456.0,12642.0,8883.0,30.94,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2022,195894.0,12718.0,9798.0,25.85,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2023,206053.0,8308.0,5652.0,12.59,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2024,212008.0,7060.0,4493.0,8.92,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2025,218966.0,6650.0,3413.0,6.14,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2026,242956.0,11119.0,8081.0,13.11,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2027,257034.0,12925.0,9870.0,14.02,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2028,269417.0,14274.0,11025.0,14.05,2026,14274.0,2028,11025.0,2028,13.11,2026,FnGuide 메인 재무테이블 올해 전망,A011070,LG이노텍
2021,3732.0,1224.0,1044.0,34.59,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2022,3276.0,1119.0,923.0,25.04,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2023,1590.0,346.0,2672.0,55.54,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2024,5589.0,2554.0,1526.0,27.43,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2025,5767.0,2514.0,2140.0,34.76,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2026,7850.0,3694.0,3373.0,41.55,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2027,10985.0,5719.0,5238.0,45.1,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2028,12851.0,7297.0,6851.0,40.33,2026,7297.0,2028,6851.0,2028,41.55,2026,FnGuide 메인 재무테이블 올해 전망,A042700,한미반도체
2021,10239.0,1888.0,1522.0,26.28,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2022,10909.0,2071.0,1677.0,23.03,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2023,8440.0,1335.0,1310.0,15.61,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2024,8634.0,1679.0,1196.0,12.47,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2025,9234.0,1336.0,840.0,7.66,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2026,10899.0,1953.0,1560.0,13.4,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2027,12769.0,2540.0,2003.0,15.15,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2028,15127.0,3193.0,2504.0,16.28,2026,3193.0,2028,2504.0,2028,13.4,2026,FnGuide 메인 재무테이블 올해 전망,A357780,솔브레인
2021,48631.0,3434.0,1809.0,4.2,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2022,41349.0,2142.0,1293.0,2.81,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2023,36740.0,1082.0,1739.0,3.71,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2024,38851.0,2205.0,6016.0,11.69,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2025,42528.0,3358.0,2473.0,4.4,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2026,45960.0,4614.0,3646.0,6.31,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2027,49550.0,5290.0,4168.0,6.87,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2028,53094.0,5901.0,4646.0,7.31,2026,5901.0,2028,4646.0,2028,6.31,2026,FnGuide 메인 재무테이블 올해 전망,A090430,아모레퍼시픽
2021,152109.0,60976.0,43844.0,9.8,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2022,207876.0,52892.0,39314.0,8.28,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2023,291420.0,63850.0,45263.0,8.39,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2024,304914.0,80453.0,50286.0,8.86,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2025,291561.0,85177.0,58407.0,9.98,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2026,295674.0,91023.0,64300.0,10.56,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2027,309902.0,93378.0,66310.0,10.45,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2028,324020.0,96248.0,68511.0,10.25,2026,96248.0,2028,68511.0,2028,10.56,2026,FnGuide 메인 재무테이블 올해 전망,A105560,KB금융
2021,147242.0,59521.0,41126.0,8.8,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2022,200923.0,59056.0,47555.0,9.52,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2023,275792.0,61009.0,44780.0,8.36,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2024,292093.0,64587.0,45582.0,8.11,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2025,279888.0,70234.0,50845.0,8.72,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2026,279002.0,76160.0,56478.0,9.35,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2027,292075.0,80660.0,59678.0,9.42,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2028,301528.0,85224.0,62383.0,9.39,2026,85224.0,2028,62383.0,2028,9.35,2026,FnGuide 메인 재무테이블 올해 전망,A055550,신한지주
2021,108675.0,46311.0,35816.0,10.86,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2022,159847.0,46883.0,36394.0,10.08,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2023,232759.0,46934.0,34684.0,9.01,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2024,241166.0,48552.0,37685.0,9.11,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2025,224597.0,53509.0,40366.0,9.17,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2026,204121.0,60214.0,44733.0,9.63,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2027,235961.0,63116.0,46817.0,9.58,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2028,252547.0,66296.0,49177.0,9.55,2026,66296.0,2028,49177.0,2028,9.63,2026,FnGuide 메인 재무테이블 올해 전망,A086790,하나금융지주
2021,,17010.0,15977.0,3.69,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2022,,21807.0,23076.0,5.6,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2023,,23984.0,20337.0,4.62,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2024,,24998.0,22603.0,5.37,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2025,,25805.0,24515.0,4.66,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2026,,32393.0,29561.0,3.64,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2027,,49596.0,40267.0,4.45,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2028,,33302.0,29861.0,3.07,2026,33302.0,2028,29861.0,2028,3.64,2026,FnGuide 메인 재무테이블 올해 전망,A032830,삼성생명
2021,29767.0,14855.0,11834.0,11.66,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2022,21760.0,8356.0,7061.0,6.39,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2023,18874.0,5210.0,3332.0,2.92,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2024,28315.0,11881.0,9255.0,7.94,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2025,39094.0,19151.0,15829.0,12.36,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2026,63486.0,38419.0,28920.0,20.13,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2027,51498.0,26707.0,20230.0,12.33,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2028,53136.0,27827.0,20996.0,11.62,2026,27827.0,2028,20996.0,2028,20.13,2026,FnGuide 메인 재무테이블 올해 전망,A006800,미래에셋증권
2021,16725.0,15210.0,17646.0,27.12,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2022,23269.0,5458.0,6398.0,8.45,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2023,32725.0,8204.0,7081.0,8.81,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2024,37361.0,11997.0,10459.0,11.54,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2025,40358.0,23453.0,20244.0,18.66,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2026,26826.0,33474.0,26085.0,20.87,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2027,27227.0,31232.0,24754.0,17.32,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2028,46730.0,31490.0,25161.0,15.69,2026,31490.0,2028,25161.0,2028,20.87,2026,FnGuide 메인 재무테이블 올해 전망,A071050,한국금융지주
2021,98947.0,36597.0,28074.0,10.59,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2022,146545.0,44305.0,33240.0,11.51,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2023,206416.0,34990.0,26269.0,8.3,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2024,220133.0,42552.0,31715.0,9.39,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2025,211887.0,36748.0,32275.0,8.91,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2026,217063.0,43280.0,32524.0,8.37,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2027,228304.0,47784.0,35404.0,8.59,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2028,245899.0,50945.0,37625.0,8.7,2026,50945.0,2028,37625.0,2028,8.37,2026,FnGuide 메인 재무테이블 올해 전망,A316140,우리금융지주
2021,19125.0,17950.0,13832.0,22.33,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2022,29412.0,28932.0,21333.0,32.12,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2023,39039.0,29335.0,21254.0,28.11,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2024,40217.0,31889.0,23334.0,23.44,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2025,41459.0,28727.0,23501.0,22.53,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2026,28654.0,32058.0,25077.0,22.76,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2027,25203.0,34092.0,26852.0,22.71,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2028,30290.0,35486.0,27644.0,21.37,2026,35486.0,2028,27644.0,2028,22.76,2026,FnGuide 메인 재무테이블 올해 전망,A138040,메리츠금융지주
2021,167486.0,13872.0,24190.0,13.63,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2022,173050.0,16121.0,9478.0,7.97,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2023,176085.0,17532.0,11459.0,9.63,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2024,179406.0,18234.0,13871.0,10.83,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2025,170992.0,10732.0,3751.0,3.33,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2026,177575.0,19092.0,12251.0,9.17,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2027,181105.0,20301.0,13216.0,9.44,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2028,184965.0,21623.0,14329.0,9.76,2026,21623.0,2028,14329.0,2028,9.17,2026,FnGuide 메인 재무테이블 올해 전망,A017670,SK텔레콤
2021,248980.0,16718.0,14594.0,9.36,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2022,256500.0,16901.0,13877.0,7.99,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2023,263763.0,16498.0,9887.0,6.05,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2024,264312.0,8095.0,4171.0,2.85,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2025,282442.0,24691.0,18368.0,10.22,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2026,277129.0,20807.0,15304.0,7.95,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2027,282474.0,22476.0,16648.0,8.24,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2028,288142.0,23962.0,18058.0,8.52,2026,23962.0,2028,18058.0,2028,7.95,2026,FnGuide 메인 재무테이블 올해 전망,A030200,KT
2021,90168.0,14180.0,5788.0,11.6,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2022,140961.0,28306.0,17295.0,21.95,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2023,161118.0,17901.0,11291.0,11.46,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2024,178707.0,21102.0,13819.0,13.17,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2025,252255.0,11136.0,6473.0,7.28,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2026,271266.0,7409.0,1569.0,1.59,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2027,270168.0,20464.0,11733.0,10.52,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2028,281677.0,25345.0,15718.0,12.95,2026,25345.0,2028,15718.0,2028,1.59,2026,FnGuide 메인 재무테이블 올해 전망,A003490,대한항공
2021,11464.0,4198.0,3632.0,,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2022,28442.0,161.0,2561.0,1.55,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2023,22785.0,-23397.0,-13148.0,-8.04,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2024,58818.0,39206.0,36505.0,21.7,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2025,104556.0,87974.0,88187.0,37.82,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2026,72161.0,402005.0,364421.0,89.75,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2027,93027.0,477023.0,442154.0,65.51,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2028,95037.0,520489.0,483218.0,48.74,2026,520489.0,2028,483218.0,2028,89.75,2026,FnGuide 메인 재무테이블 올해 전망,A402340,SK스퀘어
2021,344552.0,11960.0,18291.0,5.41,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2022,431617.0,25285.0,25450.0,7.16,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2023,418957.0,28702.0,27191.0,7.28,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2024,421032.0,29834.0,27720.0,6.83,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2025,407422.0,32927.0,39067.0,6.02,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2026,440295.0,36444.0,36656.0,4.99,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2027,466818.0,41345.0,40137.0,5.02,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2028,491789.0,45032.0,42517.0,4.94,2026,45032.0,2028,42517.0,2028,4.99,2026,FnGuide 메인 재무테이블 올해 전망,A028260,삼성물산
2021,417022.0,20401.0,23625.0,6.87,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2022,519063.0,20265.0,24872.0,6.8,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2023,592544.0,22953.0,34233.0,8.73,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2024,572370.0,30735.0,40602.0,9.35,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2025,611181.0,33575.0,36647.0,7.68,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2026,651198.0,37206.0,41232.0,8.07,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2027,697065.0,42600.0,46855.0,8.55,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2028,737317.0,46371.0,50668.0,8.48,2026,46371.0,2028,50668.0,2028,8.07,2026,FnGuide 메인 재무테이블 올해 전망,A012330,현대모비스
2021,972037.0,48598.0,57059.0,10.16,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2022,1320794.0,81613.0,39662.0,5.13,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2023,1287985.0,47540.0,-4064.0,-3.67,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2024,1233997.0,23960.0,5288.0,-5.64,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2025,1227033.0,18185.0,35552.0,6.35,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2026,1384093.0,86018.0,206632.0,27.71,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2027,1404462.0,92865.0,225233.0,24.65,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2028,1507381.0,122587.0,268391.0,24.29,2026,122587.0,2028,268391.0,2028,27.71,2026,FnGuide 메인 재무테이블 올해 전망,A034730,SK
2021,18060.0,97.0,-337.0,-5.08,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
